,Year,Quater,Transaction_type,Total_Transaction,Transaction_amount,state_name
1847,2021,3,Financial Services,174454,180366422.58245987,Madhya Pradesh
1848,2021,3,Others,742972,408508699.4365407,Madhya Pradesh
1849,2021,4,Merchant payments,197193842,126461098235.02324,Madhya Pradesh
1850,2021,4,Peer-to-peer payments,159649020,507118521843.3588,Madhya Pradesh
1851,2021,4,Recharge & bill payments,46220966,22492766779.156635,Madhya Pradesh
1852,2021,4,Financial Services,247925,246488171.37792647,Madhya Pradesh
1853,2021,4,Others,996331,568617375.5894115,Madhya Pradesh
1854,2020,1,Peer-to-peer payments,34540722,110325991607.38477,Madhya Pradesh
1855,2020,1,Merchant payments,24618074,9898242848.25793,Madhya Pradesh
1856,2020,1,Recharge & bill payments,19788516,6311610609.846225,Madhya Pradesh
1857,2020,1,Financial Services,68055,30645714.401902914,Madhya Pradesh
1858,2020,1,Others,351379,170790656.30339786,Madhya Pradesh
1859,2020,2,Peer-to-peer payments,34860958,128184693854.7977,Madhya Pradesh
1860,2020,2,Recharge & bill payments,27497528,8904067957.01212,Madhya Pradesh
1861,2020,2,Merchant payments,13685723,10666223053.634727,Madhya Pradesh
1862,2020,2,Financial Services,80988,62073621.44351514,Madhya Pradesh
1863,2020,2,Others,215376,104956802.17437972,Madhya Pradesh
1864,2020,3,Peer-to-peer payments,50871564,174978985034.2865,Madhya Pradesh
1865,2020,3,Merchant payments,31879804,20621273981.65966,Madhya Pradesh
1866,2020,3,Recharge & bill payments,25380467,9834190567.205517,Madhya Pradesh
1867,2020,3,Financial Services,131725,122971108.07060198,Madhya Pradesh
1868,2020,3,Others,316321,144259293.31583393,Madhya Pradesh
1869,2020,4,Peer-to-peer payments,67972167,235584201864.22342,Madhya Pradesh
1870,2020,4,Merchant payments,57707471,37315576877.14569,Madhya Pradesh
1871,2020,4,Recharge & bill payments,27335834,10977774483.325565,Madhya Pradesh
1872,2020,4,Financial Services,149532,132590450.07074244,Madhya Pradesh
1873,2020,4,Others,487537,264996097.6059612,Madhya Pradesh
1874,2018,1,Recharge & bill payments,4404190,667057311.4560372,Madhya Pradesh
1875,2018,1,Peer-to-peer payments,2848290,7590790588.551903,Madhya Pradesh
1876,2018,1,Financial Services,230519,43374288.98373023,Madhya Pradesh
1877,2018,1,Merchant payments,196394,170119673.71275404,Madhya Pradesh
1878,2018,1,Others,346002,210261540.7414958,Madhya Pradesh
1879,2018,2,Recharge & bill payments,5324535,1132090445.8903365,Madhya Pradesh
1880,2018,2,Peer-to-peer payments,4269392,14155603482.492638,Madhya Pradesh
1881,2018,2,Merchant payments,397135,339308203.1707404,Madhya Pradesh
1882,2018,2,Financial Services,305553,53860331.805742756,Madhya Pradesh
1883,2018,2,Others,264797,243218603.31985626,Madhya Pradesh
1884,2018,3,Peer-to-peer payments,9988509,22057686208.544342,Madhya Pradesh
1885,2018,3,Recharge & bill payments,5733261,1367773856.6756551,Madhya Pradesh
1886,2018,3,Merchant payments,784995,465390819.59013355,Madhya Pradesh
1887,2018,3,Financial Services,359440,46120458.63885434,Madhya Pradesh
1888,2018,3,Others,260780,212770861.22341695,Madhya Pradesh
1889,2018,4,Peer-to-peer payments,11456555,30897348664.90544,Madhya Pradesh
1890,2018,4,Recharge & bill payments,7273502,1669345516.941368,Madhya Pradesh
1891,2018,4,Merchant payments,2056426,1036249753.9278035,Madhya Pradesh
1892,2018,4,Financial Services,313540,43367243.154430926,Madhya Pradesh
1893,2018,4,Others,297532,259296894.03827757,Madhya Pradesh
1894,2022,1,Merchant payments,267467038,171182113048.26318,Rajasthan
1895,2022,1,Peer-to-peer payments,241739380,814525435614.1678,Rajasthan
1896,2022,1,Recharge & bill payments,54555117,35542881861.07577,Rajasthan
1897,2022,1,Financial Services,244029,243340851.71204624,Rajasthan
1898,2022,1,Others,956656,556409604.9103613,Rajasthan
1899,2022,2,Merchant payments,336900860,208238945148.44,Rajasthan
1900,2022,2,Peer-to-peer payments,263380560,905641041298.7231,Rajasthan
1901,2022,2,Recharge & bill payments,59879660,38325678033.564705,Rajasthan
1902,2022,2,Financial Services,170705,175399371.37748802,Rajasthan
1903,2022,2,Others,838365,452454748.2866859,Rajasthan
1904,2022,3,Merchant payments,398104319,230609701751.02283,Rajasthan
1905,2022,3,Peer-to-peer payments,299383118,961209376585.5621,Rajasthan
1906,2022,3,Recharge & bill payments,69118763,46000391408.24405,Rajasthan
1907,2022,3,Financial Services,215235,220271929.84233993,Rajasthan
1908,2022,3,Others,719925,449514643.6055006,Rajasthan
1909,2022,4,Merchant payments,457778005,275194969877.524,Rajasthan
1910,2022,4,Peer-to-peer payments,334316758,1130380720682.5203,Rajasthan
1911,2022,4,Recharge & bill payments,72510470,50609988781.94313,Rajasthan
1912,2022,4,Financial Services,244442,270658680.97924906,Rajasthan
1913,2022,4,Others,725173,500361375.69058275,Rajasthan
1914,2019,1,Peer-to-peer payments,27621606,55246071722.22856,Rajasthan
1915,2019,1,Recharge & bill payments,11650961,3821181816.6204696,Rajasthan
1916,2019,1,Merchant payments,3921438,1664209334.5681162,Rajasthan
1917,2019,1,Financial Services,359993,36340412.57538466,Rajasthan
1918,2019,1,Others,402042,373355289.5614773,Rajasthan
1919,2019,2,Peer-to-peer payments,25257679,79466464089.34059,Rajasthan
1920,2019,2,Recharge & bill payments,14968290,5709279550.854211,Rajasthan
1921,2019,2,Merchant payments,9026751,3435472167.201069,Rajasthan
1922,2019,2,Financial Services,182685,34134486.762421735,Rajasthan
1923,2019,2,Others,573881,461962878.5071422,Rajasthan
1924,2019,3,Peer-to-peer payments,29885618,97443950786.5758,Rajasthan
1925,2019,3,Merchant payments,19646612,6705923742.563935,Rajasthan
1926,2019,3,Recharge & bill payments,16970783,7872719571.602099,Rajasthan
1927,2019,3,Financial Services,217029,37899900.33366185,Rajasthan
1928,2019,3,Others,583575,407796030.8547787,Rajasthan
1929,2019,4,Peer-to-peer payments,43354317,140449134717.291,Rajasthan
1930,2019,4,Recharge & bill payments,20604852,9028860435.054995,Rajasthan
1931,2019,4,Merchant payments,20544791,9721826538.354998,Rajasthan
1932,2019,4,Financial Services,101805,25014672.38444693,Rajasthan
1933,2019,4,Others,468477,227573686.58499068,Rajasthan
1934,2021,1,Peer-to-peer payments,116733195,408190388154.2274,Rajasthan
1935,2021,1,Merchant payments,96394132,61936457709.223076,Rajasthan
1936,2021,1,Recharge & bill payments,38919519,20855464604.344055,Rajasthan
1937,2021,1,Financial Services,192936,162581466.93308985,Rajasthan
1938,2021,1,Others,491137,347689722.9177618,Rajasthan
1939,2021,2,Peer-to-peer payments,139277445,467784146764.7472,Rajasthan
1940,2021,2,Merchant payments,97860493,69922875807.46701,Rajasthan
1941,2021,2,Recharge & bill payments,49501703,23387103755.819714,Rajasthan
1942,2021,2,Financial Services,216441,186606893.61035594,Rajasthan
1943,2021,2,Others,620957,422031947.60023904,Rajasthan
1944,2021,3,Peer-to-peer payments,181742972,575912799217.8965,Rajasthan
1945,2021,3,Merchant payments,167819345,105548321875.05884,Rajasthan
1946,2021,3,Recharge & bill payments,49709657,28335516739.41771,Rajasthan
1947,2021,3,Financial Services,197211,190362135.86135098,Rajasthan
1948,2021,3,Others,815568,524328574.25040925,Rajasthan
1949,2021,4,Merchant payments,221774624,151967969235.0213,Rajasthan
1950,2021,4,Peer-to-peer payments,212937264,718215327365.9165,Rajasthan
1951,2021,4,Recharge & bill payments,51610607,32831163302.92643,Rajasthan
1952,2021,4,Financial Services,265091,263180819.6932125,Rajasthan
1953,2021,4,Others,1034011,656777820.7586894,Rajasthan
1954,2020,1,Peer-to-peer payments,48269912,165468574323.88968,Rajasthan
1955,2020,1,Merchant payments,27880848,13643061482.35596,Rajasthan
1956,2020,1,Recharge & bill payments,25631131,10961167179.81334,Rajasthan
1957,2020,1,Financial Services,72604,34466606.25327997,Rajasthan
1958,2020,1,Others,404317,200968968.6958118,Rajasthan
1959,2020,2,Peer-to-peer payments,49160792,166176386876.30048,Rajasthan
1960,2020,2,Recharge & bill payments,31681776,13014051935.53691,Rajasthan
1961,2020,2,Merchant payments,20756594,14354151782.39264,Rajasthan
1962,2020,2,Financial Services,92875,76662259.20544848,Rajasthan
1963,2020,2,Others,262619,142020149.829893,Rajasthan
1964,2020,3,Peer-to-peer payments,73247856,249006720239.33432,Rajasthan
1965,2020,3,Merchant payments,45149210,27714680562.343937,Rajasthan
1966,2020,3,Recharge & bill payments,30148875,16650017440.553333,Rajasthan
1967,2020,3,Financial Services,146383,113675141.51464571,Rajasthan
1968,2020,3,Others,396352,193212778.7117864,Rajasthan
1969,2020,4,Peer-to-peer payments,88730951,321280847680.95026,Rajasthan
1970,2020,4,Merchant payments,67367264,46142484518.08269,Rajasthan
1971,2020,4,Recharge & bill payments,33455755,18123908525.97014,Rajasthan
1972,2020,4,Financial Services,169294,136058685.85299307,Rajasthan
1973,2020,4,Others,560171,351480425.6482615,Rajasthan
1974,2018,1,Recharge & bill payments,4305940,868358581.1737025,Rajasthan
1975,2018,1,Peer-to-peer payments,2540658,7547652852.662634,Rajasthan
1976,2018,1,Financial Services,202537,37125466.49571308,Rajasthan
1977,2018,1,Merchant payments,184127,201212697.26059398,Rajasthan
1978,2018,1,Others,358428,271943533.1341365,Rajasthan
1979,2018,2,Recharge & bill payments,5288093,1511007056.105427,Rajasthan
1980,2018,2,Peer-to-peer payments,3770555,13341587602.422176,Rajasthan
1981,2018,2,Merchant payments,345752,342809667.5935513,Rajasthan
1982,2018,2,Financial Services,279471,52145152.93902289,Rajasthan
1983,2018,2,Others,289826,311536696.6979239,Rajasthan
1984,2018,3,Peer-to-peer payments,7120792,21010614922.14291,Rajasthan
1985,2018,3,Recharge & bill payments,5894660,2252031409.939968,Rajasthan
1986,2018,3,Merchant payments,711240,445504998.0014268,Rajasthan
1987,2018,3,Financial Services,230083,30185982.18078412,Rajasthan
1988,2018,3,Others,300323,302431358.9473551,Rajasthan
1989,2018,4,Peer-to-peer payments,10752729,33578327037.682457,Rajasthan
1990,2018,4,Recharge & bill payments,7557003,2743591538.8320713,Rajasthan
1991,2018,4,Merchant payments,1985927,1172254323.9731452,Rajasthan
1992,2018,4,Financial Services,311632,40412563.014562674,Rajasthan
1993,2018,4,Others,352432,374501619.8364362,Rajasthan
1994,2022,1,Peer-to-peer payments,288488560,1089629182596.4781,Andhra Pradesh
1995,2022,1,Merchant payments,242031836,169419685917.19562,Andhra Pradesh
1996,2022,1,Recharge & bill payments,51224170,34473036841.83001,Andhra Pradesh
1997,2022,1,Financial Services,231651,324358965.11859065,Andhra Pradesh
1998,2022,1,Others,627694,474382234.25397474,Andhra Pradesh
1999,2022,2,Peer-to-peer payments,321362337,1231408926513.7114,Andhra Pradesh
2000,2022,2,Merchant payments,292530048,205433660654.20898,Andhra Pradesh
2001,2022,2,Recharge & bill payments,56606969,42408541939.06145,Andhra Pradesh
2002,2022,2,Financial Services,192751,245783011.04455262,Andhra Pradesh
2003,2022,2,Others,441925,357036084.9071137,Andhra Pradesh
2004,2022,3,Peer-to-peer payments,298804000,1140164525892.7397,Andhra Pradesh
2005,2022,3,Merchant payments,291033653,202910820650.0824,Andhra Pradesh
2006,2022,3,Recharge & bill payments,52467708,41438764826.20322,Andhra Pradesh
2007,2022,3,Financial Services,187190,239347241.54655045,Andhra Pradesh
2008,2022,3,Others,362484,323951101.5715289,Andhra Pradesh
2009,2022,4,Merchant payments,321632104,211898851397.09848,Andhra Pradesh
2010,2022,4,Peer-to-peer payments,315734006,1170249585983.0112,Andhra Pradesh
2011,2022,4,Recharge & bill payments,52098850,41986837706.47902,Andhra Pradesh
2012,2022,4,Financial Services,206459,250596592.06465048,Andhra Pradesh
2013,2022,4,Others,345658,339211363.0027188,Andhra Pradesh
2014,2019,1,Peer-to-peer payments,37420988,77524329742.2595,Andhra Pradesh
2015,2019,1,Recharge & bill payments,14022264,3480641602.3771377,Andhra Pradesh
2016,2019,1,Merchant payments,5043682,2423536770.3706346,Andhra Pradesh
2017,2019,1,Financial Services,416325,47150177.52982048,Andhra Pradesh
2018,2019,1,Others,361263,284937624.5393019,Andhra Pradesh
2019,2019,2,Peer-to-peer payments,32494402,103924649232.47021,Andhra Pradesh
2020,2019,2,Recharge & bill payments,14093964,4708345387.9101095,Andhra Pradesh
2021,2019,2,Merchant payments,9226537,4613405202.681959,Andhra Pradesh
2022,2019,2,Financial Services,145310,26626696.771042537,Andhra Pradesh
2023,2019,2,Others,448802,361492238.3966455,Andhra Pradesh
2024,2019,3,Peer-to-peer payments,39023491,124338645329.51532,Andhra Pradesh
2025,2019,3,Recharge & bill payments,20147629,6893984676.598906,Andhra Pradesh
2026,2019,3,Merchant payments,16581787,7887394038.066369,Andhra Pradesh
2027,2019,3,Financial Services,122270,29778183.027080443,Andhra Pradesh
2028,2019,3,Others,413437,298142027.58625776,Andhra Pradesh
2029,2019,4,Peer-to-peer payments,57181511,178893550050.68753,Andhra Pradesh
2030,2019,4,Merchant payments,25122370,13476303367.50486,Andhra Pradesh
2031,2019,4,Recharge & bill payments,24469888,8335168605.691999,Andhra Pradesh
2032,2019,4,Financial Services,105662,26796571.745749153,Andhra Pradesh
2033,2019,4,Others,338672,216496893.16102877,Andhra Pradesh
2034,2021,1,Peer-to-peer payments,149313738,580542193013.0018,Andhra Pradesh
2035,2021,1,Merchant payments,97920281,70813192713.43477,Andhra Pradesh
2036,2021,1,Recharge & bill payments,41940689,20546424964.14482,Andhra Pradesh
2037,2021,1,Financial Services,225355,270313028.48452014,Andhra Pradesh
2038,2021,1,Others,347907,272546457.5502677,Andhra Pradesh
2039,2021,2,Peer-to-peer payments,189614879,737004484057.439,Andhra Pradesh
2040,2021,2,Merchant payments,112875274,88512429436.91248,Andhra Pradesh
2041,2021,2,Recharge & bill payments,49626902,24646800345.106976,Andhra Pradesh
2042,2021,2,Financial Services,243237,265483044.40124667,Andhra Pradesh
2043,2021,2,Others,406842,308302224.3856007,Andhra Pradesh
2044,2021,3,Peer-to-peer payments,221280317,837841124664.307,Andhra Pradesh
2045,2021,3,Merchant payments,158290953,118164377968.16754,Andhra Pradesh
2046,2021,3,Recharge & bill payments,51702350,27511344958.24361,Andhra Pradesh
2047,2021,3,Financial Services,211171,297239697.83073866,Andhra Pradesh
2048,2021,3,Others,547759,403948275.56756073,Andhra Pradesh
2049,2021,4,Peer-to-peer payments,262006450,971269765249.1282,Andhra Pradesh
2050,2021,4,Merchant payments,207538904,152883933596.5386,Andhra Pradesh
2051,2021,4,Recharge & bill payments,51762842,31232784713.985794,Andhra Pradesh
2052,2021,4,Financial Services,243951,332740108.6635881,Andhra Pradesh
2053,2021,4,Others,701856,545223415.6638832,Andhra Pradesh
2054,2020,1,Peer-to-peer payments,65452143,223088554055.04755,Andhra Pradesh
2055,2020,1,Merchant payments,31408022,18603161784.496994,Andhra Pradesh
2056,2020,1,Recharge & bill payments,30449644,10813530777.973532,Andhra Pradesh
2057,2020,1,Financial Services,75238,43739133.169823855,Andhra Pradesh
2058,2020,1,Others,292310,188228538.37489766,Andhra Pradesh
2059,2020,2,Peer-to-peer payments,73609921,262731724130.7907,Andhra Pradesh
2060,2020,2,Recharge & bill payments,41013987,16991006436.573467,Andhra Pradesh
2061,2020,2,Merchant payments,29976765,22625596525.44269,Andhra Pradesh
2062,2020,2,Financial Services,140941,145274999.15679634,Andhra Pradesh
2063,2020,2,Others,176241,90087654.60009979,Andhra Pradesh
2064,2020,3,Peer-to-peer payments,106791894,406461788252.32056,Andhra Pradesh
2065,2020,3,Merchant payments,54055557,40739580213.86052,Andhra Pradesh
2066,2020,3,Recharge & bill payments,43500067,19475104674.827175,Andhra Pradesh
2067,2020,3,Financial Services,243088,256074924.7187529,Andhra Pradesh
2068,2020,3,Others,312329,151582519.18136686,Andhra Pradesh
2069,2020,4,Peer-to-peer payments,152003791,566639138543.7708,Andhra Pradesh
2070,2020,4,Merchant payments,86581460,66654048149.95168,Andhra Pradesh
2071,2020,4,Recharge & bill payments,46810304,20936337211.557747,Andhra Pradesh
2072,2020,4,Financial Services,265470,305168772.45601684,Andhra Pradesh
2073,2020,4,Others,457527,306853355.59473807,Andhra Pradesh
2074,2018,1,Recharge & bill payments,5027448,892293975.6698562,Andhra Pradesh
2075,2018,1,Peer-to-peer payments,3049646,10524250283.178782,Andhra Pradesh
2076,2018,1,Merchant payments,362672,247297640.24000686,Andhra Pradesh
2077,2018,1,Financial Services,204305,44808449.7639544,Andhra Pradesh
2078,2018,1,Others,395514,287626042.970705,Andhra Pradesh
2079,2018,2,Recharge & bill payments,6456387,1598591488.4880352,Andhra Pradesh
2080,2018,2,Peer-to-peer payments,4745000,20451493098.8953,Andhra Pradesh
2081,2018,2,Merchant payments,604847,436785223.86032957,Andhra Pradesh
2082,2018,2,Financial Services,225621,68952114.81374599,Andhra Pradesh
2083,2018,2,Others,322063,328092346.575651,Andhra Pradesh
2084,2018,3,Peer-to-peer payments,16129591,32738630444.668724,Andhra Pradesh
2085,2018,3,Recharge & bill payments,7542005,1949098146.8941927,Andhra Pradesh
2086,2018,3,Merchant payments,1225416,685277254.5076212,Andhra Pradesh
2087,2018,3,Financial Services,380324,60790077.57437308,Andhra Pradesh
2088,2018,3,Others,348725,284248675.5700202,Andhra Pradesh
2089,2018,4,Peer-to-peer payments,17580086,47011639726.13608,Andhra Pradesh
2090,2018,4,Recharge & bill payments,9767083,2418164314.470957,Andhra Pradesh
2091,2018,4,Merchant payments,2622131,1671585888.568256,Andhra Pradesh
2092,2018,4,Financial Services,400837,57178116.40322068,Andhra Pradesh
2093,2018,4,Others,389411,315211361.26249415,Andhra Pradesh
2094,2022,1,Merchant payments,4511757,3264574793.4564357,Chandigarh
2095,2022,1,Peer-to-peer payments,3012464,11150701028.605722,Chandigarh
2096,2022,1,Recharge & bill payments,1046187,731347957.2152067,Chandigarh
2097,2022,1,Financial Services,7228,13538635.562948208,Chandigarh
2098,2022,1,Others,22855,14829134.999686666,Chandigarh
2099,2022,2,Merchant payments,6136803,3919372475.5605655,Chandigarh
2100,2022,2,Peer-to-peer payments,3489382,12549248085.111443,Chandigarh
2101,2022,2,Recharge & bill payments,1119367,792957088.5933374,Chandigarh
2102,2022,2,Financial Services,6673,8943857.181076445,Chandigarh
2103,2022,2,Others,20264,12978651.924569944,Chandigarh
2104,2022,3,Merchant payments,7665907,4713972532.82215,Chandigarh
2105,2022,3,Peer-to-peer payments,4423590,14788179156.481958,Chandigarh
2106,2022,3,Recharge & bill payments,1360342,1033530639.9360826,Chandigarh
2107,2022,3,Financial Services,8868,9918740.020967592,Chandigarh
2108,2022,3,Others,19466,14156668.144691642,Chandigarh
2109,2022,4,Merchant payments,10170372,6570336079.954211,Chandigarh
2110,2022,4,Peer-to-peer payments,5951989,20013621495.89691,Chandigarh
2111,2022,4,Recharge & bill payments,1749647,1267654269.1590745,Chandigarh
2112,2022,4,Financial Services,10778,12000766.356404984,Chandigarh
2113,2022,4,Others,22054,16141955.57281622,Chandigarh
2114,2019,1,Peer-to-peer payments,689400,2123866601.6513758,Chandigarh
2115,2019,1,Recharge & bill payments,390610,161414934.10238376,Chandigarh
2116,2019,1,Merchant payments,169984,97230471.44089967,Chandigarh
2117,2019,1,Financial Services,7412,917030.9066760786,Chandigarh
2118,2019,1,Others,17070,12603012.342693318,Chandigarh
2119,2019,2,Peer-to-peer payments,604849,2339922407.523348,Chandigarh
2120,2019,2,Recharge & bill payments,342294,185659011.54417655,Chandigarh
2121,2019,2,Merchant payments,277811,152766864.66190332,Chandigarh
2122,2019,2,Financial Services,5590,839765.161351582,Chandigarh
2123,2019,2,Others,21926,13928050.053676538,Chandigarh
2124,2019,3,Peer-to-peer payments,722233,2815184152.8041325,Chandigarh
2125,2019,3,Merchant payments,447069,226535908.8355719,Chandigarh
2126,2019,3,Recharge & bill payments,308219,213884900.47217816,Chandigarh
2127,2019,3,Financial Services,2447,794918.674981478,Chandigarh
2128,2019,3,Others,26575,13282206.873976795,Chandigarh
2129,2019,4,Peer-to-peer payments,927850,3586763928.6423693,Chandigarh
2130,2019,4,Merchant payments,561630,318692521.79224944,Chandigarh
2131,2019,4,Recharge & bill payments,338203,237695594.96329552,Chandigarh
2132,2019,4,Financial Services,1911,654298.6785004465,Chandigarh
2133,2019,4,Others,21321,8707473.86293627,Chandigarh
2134,2021,1,Merchant payments,1799072,1210594490.0981498,Chandigarh
2135,2021,1,Peer-to-peer payments,1472084,5916467167.303293,Chandigarh
2136,2021,1,Recharge & bill payments,678396,451109555.33889335,Chandigarh
2137,2021,1,Financial Services,5111,7700394.761505902,Chandigarh
2138,2021,1,Others,15574,10549252.044153867,Chandigarh
2139,2021,2,Merchant payments,1926913,1390989390.7789688,Chandigarh
2140,2021,2,Peer-to-peer payments,1663559,6541132352.922333,Chandigarh
2141,2021,2,Recharge & bill payments,806710,467698864.6672056,Chandigarh
2142,2021,2,Financial Services,5502,7394941.032842191,Chandigarh
2143,2021,2,Others,14863,10458390.53475552,Chandigarh
2144,2021,3,Merchant payments,3179506,2245390329.2047896,Chandigarh
2145,2021,3,Peer-to-peer payments,2434417,8927868098.340746,Chandigarh
2146,2021,3,Recharge & bill payments,1008585,620437997.3899603,Chandigarh
2147,2021,3,Financial Services,5700,7960844.903971832,Chandigarh
2148,2021,3,Others,21170,14225734.853836158,Chandigarh
2149,2021,4,Merchant payments,4056249,3041038519.8233976,Chandigarh
2150,2021,4,Peer-to-peer payments,2797561,10610461952.107159,Chandigarh
2151,2021,4,Recharge & bill payments,1013153,693790747.2429855,Chandigarh
2152,2021,4,Financial Services,7038,10459431.863661807,Chandigarh
2153,2021,4,Others,24902,17832859.58125159,Chandigarh
2154,2020,1,Peer-to-peer payments,1087401,4421372542.468033,Chandigarh
2155,2020,1,Merchant payments,764832,438193845.4527705,Chandigarh
2156,2020,1,Recharge & bill payments,389851,257250007.2445577,Chandigarh
2157,2020,1,Financial Services,1574,1406138.1883251297,Chandigarh
2158,2020,1,Others,18853,8230536.662513691,Chandigarh
2159,2020,2,Peer-to-peer payments,766698,3293060119.5471582,Chandigarh
2160,2020,2,Merchant payments,390906,331423259.0003719,Chandigarh
2161,2020,2,Recharge & bill payments,361577,214425229.3354035,Chandigarh
2162,2020,2,Financial Services,1797,3982005.1176844486,Chandigarh
2163,2020,2,Others,7032,4125116.689457224,Chandigarh
2164,2020,3,Peer-to-peer payments,981986,4178346395.412492,Chandigarh
2165,2020,3,Merchant payments,796634,604271248.9262259,Chandigarh
2166,2020,3,Recharge & bill payments,366353,296964794.9657042,Chandigarh
2167,2020,3,Financial Services,2643,5254415.457263877,Chandigarh
2168,2020,3,Others,10470,4972498.603385328,Chandigarh
2169,2020,4,Merchant payments,1322026,939307675.8510206,Chandigarh
2170,2020,4,Peer-to-peer payments,1159377,4872318731.339843,Chandigarh
2171,2020,4,Recharge & bill payments,409997,320731281.94750684,Chandigarh
2172,2020,4,Financial Services,3346,4400109.748752326,Chandigarh
2173,2020,4,Others,17970,10005102.462219946,Chandigarh
2174,2018,1,Recharge & bill payments,201262,47479581.16264416,Chandigarh
2175,2018,1,Peer-to-peer payments,135136,527998849.34055936,Chandigarh
2176,2018,1,Merchant payments,21431,19477066.533276718,Chandigarh
2177,2018,1,Financial Services,8473,1865618.249949839,Chandigarh
2178,2018,1,Others,15593,16614305.58119321,Chandigarh
2179,2018,2,Recharge & bill payments,224548,76722906.67871952,Chandigarh
2180,2018,2,Peer-to-peer payments,194627,835296156.4220204,Chandigarh
2181,2018,2,Merchant payments,34606,29408471.506333277,Chandigarh
2182,2018,2,Financial Services,11927,3679451.8635118967,Chandigarh
2183,2018,2,Others,13376,16116275.274144217,Chandigarh
2184,2018,3,Peer-to-peer payments,295358,1217617705.9681761,Chandigarh
2185,2018,3,Recharge & bill payments,236445,100639674.6708905,Chandigarh
2186,2018,3,Merchant payments,64998,37560565.97386869,Chandigarh
2187,2018,3,Financial Services,7642,1302311.5967954171,Chandigarh
2188,2018,3,Others,12493,12234189.324580798,Chandigarh
2189,2018,4,Peer-to-peer payments,431461,1793871702.3196409,Chandigarh
2190,2018,4,Recharge & bill payments,310527,128130475.99274208,Chandigarh
2191,2018,4,Merchant payments,135266,94010713.60616027,Chandigarh
2192,2018,4,Financial Services,10008,2039811.3372037038,Chandigarh
2193,2018,4,Others,17854,14538888.5242277,Chandigarh
2194,2022,1,Merchant payments,47778743,28685388646.415367,Kerala
2195,2022,1,Peer-to-peer payments,33089518,104623270223.31714,Kerala
2196,2022,1,Recharge & bill payments,14042317,6373570715.969071,Kerala
2197,2022,1,Financial Services,134370,158926455.91425735,Kerala
2198,2022,1,Others,236017,147786423.0782508,Kerala
2199,2022,2,Merchant payments,55730158,34395023155.77253,Kerala
2200,2022,2,Peer-to-peer payments,35630060,112813716119.4625,Kerala
2201,2022,2,Recharge & bill payments,14701207,7230489227.091859,Kerala
2202,2022,2,Financial Services,110336,133436809.9132271,Kerala
2203,2022,2,Others,193561,123664236.88435228,Kerala
2204,2022,3,Merchant payments,64984061,37852759989.759125,Kerala
2205,2022,3,Peer-to-peer payments,38774832,116414003145.11606,Kerala
2206,2022,3,Recharge & bill payments,15289755,7709237374.351864,Kerala
2207,2022,3,Financial Services,146673,162861560.07391134,Kerala
2208,2022,3,Others,167583,121557246.12854591,Kerala
2209,2022,4,Merchant payments,74647115,40607857085.646095,Kerala
2210,2022,4,Peer-to-peer payments,42471676,124564727703.60559,Kerala
2211,2022,4,Recharge & bill payments,15520670,8075692517.275558,Kerala
2212,2022,4,Financial Services,164334,191307058.1462068,Kerala
2213,2022,4,Others,156673,120224235.03622031,Kerala
2214,2019,1,Peer-to-peer payments,3601116,9314451112.085835,Kerala
2215,2019,1,Recharge & bill payments,2180915,498453895.947243,Kerala
2216,2019,1,Merchant payments,550707,371997848.20066386,Kerala
2217,2019,1,Financial Services,77652,7808573.898364296,Kerala
2218,2019,1,Others,58649,42319704.717572376,Kerala
2219,2019,2,Peer-to-peer payments,3519528,11630623424.131498,Kerala
2220,2019,2,Recharge & bill payments,2711299,768892057.7982787,Kerala
2221,2019,2,Merchant payments,937130,569545842.9998999,Kerala
2222,2019,2,Financial Services,38869,5823291.622642939,Kerala
2223,2019,2,Others,77000,56486944.633225575,Kerala
2224,2019,3,Peer-to-peer payments,4181954,14433990011.32079,Kerala
2225,2019,3,Recharge & bill payments,3431236,1051007778.3129579,Kerala
2226,2019,3,Merchant payments,1497029,879510566.1106174,Kerala
2227,2019,3,Financial Services,96130,8910528.723410578,Kerala
2228,2019,3,Others,79747,56390837.59670959,Kerala
2229,2019,4,Peer-to-peer payments,5859068,18537483865.44591,Kerala
2230,2019,4,Recharge & bill payments,4097032,1287955351.6647906,Kerala
2231,2019,4,Merchant payments,2418428,1268704040.100692,Kerala
2232,2019,4,Financial Services,50728,10816332.760911917,Kerala
2233,2019,4,Others,73381,46367047.83244334,Kerala
2234,2021,1,Peer-to-peer payments,16209203,55336812492.74641,Kerala
2235,2021,1,Merchant payments,16105923,10058436408.184261,Kerala
2236,2021,1,Recharge & bill payments,9837385,3732534739.0436296,Kerala
2237,2021,1,Financial Services,68012,69655547.76092248,Kerala
2238,2021,1,Others,95819,63530974.15939384,Kerala
2239,2021,2,Peer-to-peer payments,17026648,58152644526.04467,Kerala
2240,2021,2,Merchant payments,16135060,11263178335.980885,Kerala
2241,2021,2,Recharge & bill payments,13809151,4645548909.798975,Kerala
2242,2021,2,Financial Services,88830,88370679.95309764,Kerala
2243,2021,2,Others,131344,77063984.37888283,Kerala
2244,2021,3,Merchant payments,25402350,17877677018.10737,Kerala
2245,2021,3,Peer-to-peer payments,23378091,78598482305.73877,Kerala
2246,2021,3,Recharge & bill payments,13979407,5008396079.412957,Kerala
2247,2021,3,Financial Services,85730,101460242.2623948,Kerala
