,Year,Quater,Transaction_type,Total_Transaction,Transaction_amount,state_name
978,2018,1,Others,444770,301111268.86863834,West Bengal
979,2018,2,Peer-to-peer payments,8284944,15889890046.862814,West Bengal
980,2018,2,Recharge & bill payments,7360522,1563841173.839662,West Bengal
981,2018,2,Financial Services,1121570,160809685.93886387,West Bengal
982,2018,2,Merchant payments,937608,715914360.819237,West Bengal
983,2018,2,Others,377802,298728202.7433254,West Bengal
984,2018,3,Peer-to-peer payments,41882429,38439798815.23789,West Bengal
985,2018,3,Recharge & bill payments,7596315,1992473341.2750623,West Bengal
986,2018,3,Merchant payments,2252265,979603555.1397107,West Bengal
987,2018,3,Financial Services,1619524,185187032.8965006,West Bengal
988,2018,3,Others,354883,246871438.6293067,West Bengal
989,2018,4,Peer-to-peer payments,17154995,35303180047.06148,West Bengal
990,2018,4,Recharge & bill payments,9425082,2467741143.2258015,West Bengal
991,2018,4,Merchant payments,8633569,2294203496.6575317,West Bengal
992,2018,4,Financial Services,734796,93755616.52283625,West Bengal
993,2018,4,Others,565106,330738908.23670936,West Bengal
994,2022,1,Merchant payments,221556930,165543931419.27045,Uttar Pradesh
995,2022,1,Peer-to-peer payments,195592648,684758883172.6667,Uttar Pradesh
996,2022,1,Recharge & bill payments,54873261,31683813998.386055,Uttar Pradesh
997,2022,1,Financial Services,358499,386218170.5981607,Uttar Pradesh
998,2022,1,Others,1571908,750327356.10464,Uttar Pradesh
999,2022,2,Merchant payments,298721048,216176289528.43256,Uttar Pradesh
1000,2022,2,Peer-to-peer payments,232444860,812579156783.274,Uttar Pradesh
1001,2022,2,Recharge & bill payments,62659780,37867966758.88997,Uttar Pradesh
1002,2022,2,Financial Services,268349,285646084.3258523,Uttar Pradesh
1003,2022,2,Others,1204739,606123265.0864555,Uttar Pradesh
1004,2022,3,Merchant payments,361972506,232005905549.1372,Uttar Pradesh
1005,2022,3,Peer-to-peer payments,267205027,844564255684.5037,Uttar Pradesh
1006,2022,3,Recharge & bill payments,72984811,43854148172.58542,Uttar Pradesh
1007,2022,3,Financial Services,367887,344330142.1388885,Uttar Pradesh
1008,2022,3,Others,1058841,601411350.4106325,Uttar Pradesh
1009,2022,4,Merchant payments,439247166,296781967366.6535,Uttar Pradesh
1010,2022,4,Peer-to-peer payments,317613698,1030345562935.8824,Uttar Pradesh
1011,2022,4,Recharge & bill payments,78025017,48159073834.94295,Uttar Pradesh
1012,2022,4,Financial Services,418329,430212917.27641135,Uttar Pradesh
1013,2022,4,Others,1064861,661985014.756895,Uttar Pradesh
1014,2019,1,Peer-to-peer payments,32062452,68506766330.45149,Uttar Pradesh
1015,2019,1,Recharge & bill payments,15400713,4231102032.9564486,Uttar Pradesh
1016,2019,1,Merchant payments,8558766,3105904146.2085333,Uttar Pradesh
1017,2019,1,Financial Services,389733,43341558.48535549,Uttar Pradesh
1018,2019,1,Others,912840,637066065.9078369,Uttar Pradesh
1019,2019,2,Peer-to-peer payments,27105049,87581482658.94861,Uttar Pradesh
1020,2019,2,Recharge & bill payments,17551537,5627886175.9093685,Uttar Pradesh
1021,2019,2,Merchant payments,12733089,4894223107.452321,Uttar Pradesh
1022,2019,2,Financial Services,264091,38169259.945291094,Uttar Pradesh
1023,2019,2,Others,1229734,775758168.4201038,Uttar Pradesh
1024,2019,3,Peer-to-peer payments,26990786,95134023863.97964,Uttar Pradesh
1025,2019,3,Recharge & bill payments,20359672,8000160942.595396,Uttar Pradesh
1026,2019,3,Merchant payments,19625935,7399443975.24218,Uttar Pradesh
1027,2019,3,Financial Services,258548,51363215.14597865,Uttar Pradesh
1028,2019,3,Others,1389018,683145478.0865316,Uttar Pradesh
1029,2019,4,Peer-to-peer payments,40540310,126564888408.1326,Uttar Pradesh
1030,2019,4,Recharge & bill payments,24299776,9082140369.774977,Uttar Pradesh
1031,2019,4,Merchant payments,20582052,9412924984.9687,Uttar Pradesh
1032,2019,4,Financial Services,242936,45686806.83093811,Uttar Pradesh
1033,2019,4,Others,1239931,433285937.588854,Uttar Pradesh
1034,2021,1,Peer-to-peer payments,85539321,321609613378.6789,Uttar Pradesh
1035,2021,1,Merchant payments,78873969,55362244381.43686,Uttar Pradesh
1036,2021,1,Recharge & bill payments,38981894,18563189222.328217,Uttar Pradesh
1037,2021,1,Financial Services,250656,266104783.7449573,Uttar Pradesh
1038,2021,1,Others,853707,486435811.3771204,Uttar Pradesh
1039,2021,2,Peer-to-peer payments,102927942,388761820128.4563,Uttar Pradesh
1040,2021,2,Merchant payments,84860582,70351401159.78787,Uttar Pradesh
1041,2021,2,Recharge & bill payments,53030710,22266927128.75408,Uttar Pradesh
1042,2021,2,Financial Services,270944,266853066.82962543,Uttar Pradesh
1043,2021,2,Others,858953,525487682.5584012,Uttar Pradesh
1044,2021,3,Peer-to-peer payments,127945827,440726915882.17084,Uttar Pradesh
1045,2021,3,Merchant payments,126699830,91089049637.02377,Uttar Pradesh
1046,2021,3,Recharge & bill payments,50414232,24348150109.635994,Uttar Pradesh
1047,2021,3,Financial Services,253418,292009129.0296748,Uttar Pradesh
1048,2021,3,Others,1230077,624716522.0745409,Uttar Pradesh
1049,2021,4,Merchant payments,183966052,142889329646.05463,Uttar Pradesh
1050,2021,4,Peer-to-peer payments,167503176,600973581946.6772,Uttar Pradesh
1051,2021,4,Recharge & bill payments,52863531,28812549097.65689,Uttar Pradesh
1052,2021,4,Financial Services,353219,386356976.48969895,Uttar Pradesh
1053,2021,4,Others,1471954,829152405.3448995,Uttar Pradesh
1054,2020,1,Peer-to-peer payments,39581157,147734706846.56177,Uttar Pradesh
1055,2020,1,Recharge & bill payments,29777603,11168417430.652225,Uttar Pradesh
1056,2020,1,Merchant payments,26741638,13072371616.871723,Uttar Pradesh
1057,2020,1,Financial Services,139990,64365117.409359045,Uttar Pradesh
1058,2020,1,Others,998744,376573949.20359,Uttar Pradesh
1059,2020,2,Recharge & bill payments,42229417,14668026056.368128,Uttar Pradesh
1060,2020,2,Peer-to-peer payments,39434202,150079524408.8693,Uttar Pradesh
1061,2020,2,Merchant payments,18625913,13655151082.574724,Uttar Pradesh
1062,2020,2,Financial Services,150360,131930242.90371712,Uttar Pradesh
1063,2020,2,Others,412073,209384339.5723213,Uttar Pradesh
1064,2020,3,Peer-to-peer payments,54449911,207530912756.73047,Uttar Pradesh
1065,2020,3,Recharge & bill payments,37465163,16437365640.853413,Uttar Pradesh
1066,2020,3,Merchant payments,34697942,24224433240.836243,Uttar Pradesh
1067,2020,3,Financial Services,206210,194129227.54374278,Uttar Pradesh
1068,2020,3,Others,586033,303114557.0989778,Uttar Pradesh
1069,2020,4,Peer-to-peer payments,75433782,294401153346.76337,Uttar Pradesh
1070,2020,4,Merchant payments,61922138,44438824680.670944,Uttar Pradesh
1071,2020,4,Recharge & bill payments,39570153,17793973968.761925,Uttar Pradesh
1072,2020,4,Financial Services,246868,255803306.13741985,Uttar Pradesh
1073,2020,4,Others,994576,539071475.9342327,Uttar Pradesh
1074,2018,1,Recharge & bill payments,7003704,1201827543.8816488,Uttar Pradesh
1075,2018,1,Peer-to-peer payments,4123625,11786969148.760597,Uttar Pradesh
1076,2018,1,Merchant payments,442436,428301434.2754866,Uttar Pradesh
1077,2018,1,Financial Services,397328,75150444.99108115,Uttar Pradesh
1078,2018,1,Others,570712,447722351.3138524,Uttar Pradesh
1079,2018,2,Recharge & bill payments,9232131,2044535461.482608,Uttar Pradesh
1080,2018,2,Peer-to-peer payments,6484369,22197440015.945545,Uttar Pradesh
1081,2018,2,Merchant payments,909545,799920463.267408,Uttar Pradesh
1082,2018,2,Financial Services,563213,105536911.84026654,Uttar Pradesh
1083,2018,2,Others,521685,572768843.1641636,Uttar Pradesh
1084,2018,3,Peer-to-peer payments,13828768,32944051606.98276,Uttar Pradesh
1085,2018,3,Recharge & bill payments,9140873,2485029062.8899517,Uttar Pradesh
1086,2018,3,Merchant payments,2397448,1012726185.1169598,Uttar Pradesh
1087,2018,3,Financial Services,603303,76605144.65776658,Uttar Pradesh
1088,2018,3,Others,544964,493702369.5936288,Uttar Pradesh
1089,2018,4,Peer-to-peer payments,15804910,48836291123.914734,Uttar Pradesh
1090,2018,4,Recharge & bill payments,11976808,3040717446.728788,Uttar Pradesh
1091,2018,4,Merchant payments,6953857,2480267671.259793,Uttar Pradesh
1092,2018,4,Financial Services,517619,76250539.85851902,Uttar Pradesh
1093,2018,4,Others,847573,663216794.1554663,Uttar Pradesh
1094,2022,1,Merchant payments,6364271,4682000388.389215,Goa
1095,2022,1,Peer-to-peer payments,4640380,14449830641.555716,Goa
1096,2022,1,Recharge & bill payments,1177071,646403472.1135541,Goa
1097,2022,1,Financial Services,11677,17490493.19245399,Goa
1098,2022,1,Others,20699,20720407.595174044,Goa
1099,2022,2,Merchant payments,7812998,5736211013.6866455,Goa
1100,2022,2,Peer-to-peer payments,5097942,16372343177.228306,Goa
1101,2022,2,Recharge & bill payments,1279377,738765635.2807853,Goa
1102,2022,2,Financial Services,10666,13192736.02810038,Goa
1103,2022,2,Others,15071,12525197.296362752,Goa
1104,2022,3,Merchant payments,7595135,5112175255.359402,Goa
1105,2022,3,Peer-to-peer payments,4449008,13780955270.352726,Goa
1106,2022,3,Recharge & bill payments,1122869,657115143.5357426,Goa
1107,2022,3,Financial Services,9992,12650738.420843877,Goa
1108,2022,3,Others,11683,11368868.03761505,Goa
1109,2022,4,Merchant payments,10319138,6739205748.43176,Goa
1110,2022,4,Peer-to-peer payments,5652373,17421974714.962345,Goa
1111,2022,4,Recharge & bill payments,1195865,734121700.6400625,Goa
1112,2022,4,Financial Services,12147,15705663.126967767,Goa
1113,2022,4,Others,13151,13978544.178016864,Goa
1114,2019,1,Peer-to-peer payments,378848,1310759847.8146646,Goa
1115,2019,1,Recharge & bill payments,275277,78212835.0406034,Goa
1116,2019,1,Merchant payments,74527,75946974.41483101,Goa
1117,2019,1,Financial Services,2013,499592.0966860995,Goa
1118,2019,1,Others,8147,9904147.90979165,Goa
1119,2019,2,Peer-to-peer payments,373759,1391933790.7547765,Goa
1120,2019,2,Recharge & bill payments,278060,93218689.41694948,Goa
1121,2019,2,Merchant payments,104592,92873008.6474504,Goa
1122,2019,2,Financial Services,1211,515859.8076807977,Goa
1123,2019,2,Others,10819,13325754.760758925,Goa
1124,2019,3,Peer-to-peer payments,475178,1704668027.0159788,Goa
1125,2019,3,Recharge & bill payments,453806,157952854.9501171,Goa
1126,2019,3,Merchant payments,150578,123948570.56857497,Goa
1127,2019,3,Financial Services,1510,1282344.8444824044,Goa
1128,2019,3,Others,11344,12515394.117688328,Goa
1129,2019,4,Peer-to-peer payments,698728,2484453030.31845,Goa
1130,2019,4,Recharge & bill payments,552421,205602115.14625147,Goa
1131,2019,4,Merchant payments,250893,218404664.8638511,Goa
1132,2019,4,Financial Services,1497,649712.8451498008,Goa
1133,2019,4,Others,11733,14350825.325765317,Goa
1134,2021,1,Peer-to-peer payments,2235456,7553384653.1682,Goa
1135,2021,1,Merchant payments,2195509,1768358976.7158575,Goa
1136,2021,1,Recharge & bill payments,880682,410604192.7268899,Goa
1137,2021,1,Financial Services,8138,12207778.148638733,Goa
1138,2021,1,Others,11764,12687278.26183929,Goa
1139,2021,2,Merchant payments,1869384,1411529033.6650195,Goa
1140,2021,2,Peer-to-peer payments,1866837,6195032351.177256,Goa
1141,2021,2,Recharge & bill payments,953219,383804809.3560881,Goa
1142,2021,2,Financial Services,8303,12371843.844825167,Goa
1143,2021,2,Others,12392,10115549.032816991,Goa
1144,2021,3,Merchant payments,2865625,2143135314.897931,Goa
1145,2021,3,Peer-to-peer payments,2560305,7871092673.137299,Goa
1146,2021,3,Recharge & bill payments,1017351,438838003.22982365,Goa
1147,2021,3,Financial Services,8337,12943224.07382146,Goa
1148,2021,3,Others,16145,12416377.597493527,Goa
1149,2021,4,Merchant payments,5474662,4384250602.937038,Goa
1150,2021,4,Peer-to-peer payments,4408822,13618351952.666094,Goa
1151,2021,4,Recharge & bill payments,1170180,585734312.4063727,Goa
1152,2021,4,Financial Services,11320,17101084.66037453,Goa
1153,2021,4,Others,23775,21819163.1997744,Goa
1154,2020,1,Peer-to-peer payments,817198,2851686768.653684,Goa
1155,2020,1,Recharge & bill payments,678079,244739382.20701858,Goa
1156,2020,1,Merchant payments,373110,298421548.1046571,Goa
1157,2020,1,Financial Services,1762,1816477.5692472362,Goa
1158,2020,1,Others,11088,13707055.389155574,Goa
1159,2020,2,Recharge & bill payments,758617,241196540.9379891,Goa
1160,2020,2,Peer-to-peer payments,493326,1766723888.2025127,Goa
1161,2020,2,Merchant payments,221358,168591711.94693565,Goa
1162,2020,2,Financial Services,3081,3328361.317987765,Goa
1163,2020,2,Others,5710,3775927.611346662,Goa
1164,2020,3,Peer-to-peer payments,759351,2723430713.3444066,Goa
1165,2020,3,Recharge & bill payments,696770,280187505.0339355,Goa
1166,2020,3,Merchant payments,446880,353193881.4783259,Goa
1167,2020,3,Financial Services,4985,6418950.466847964,Goa
1168,2020,3,Others,7545,5112530.621144422,Goa
1169,2020,4,Peer-to-peer payments,1550251,5407626413.043346,Goa
1170,2020,4,Merchant payments,1389834,1123844212.5171819,Goa
1171,2020,4,Recharge & bill payments,839199,345088772.3784919,Goa
1172,2020,4,Financial Services,7287,10386560.386677971,Goa
1173,2020,4,Others,14810,12846789.254236266,Goa
1174,2018,1,Recharge & bill payments,85991,18273814.162708722,Goa
1175,2018,1,Peer-to-peer payments,59651,268175048.06992978,Goa
1176,2018,1,Merchant payments,7880,11036031.735657964,Goa
1177,2018,1,Financial Services,1191,520105.642400422,Goa
1178,2018,1,Others,6184,5851742.732386975,Goa
1179,2018,2,Recharge & bill payments,120943,30994284.17044104,Goa
1180,2018,2,Peer-to-peer payments,87878,419492232.52410376,Goa
1181,2018,2,Merchant payments,12456,20162855.70611957,Goa
1182,2018,2,Financial Services,1903,733429.427283199,Goa
1183,2018,2,Others,6395,7221023.530667527,Goa
1184,2018,3,Recharge & bill payments,158797,40314972.94208837,Goa
1185,2018,3,Peer-to-peer payments,150297,639468418.1317002,Goa
1186,2018,3,Merchant payments,21587,26634198.178851012,Goa
1187,2018,3,Financial Services,1867,468171.36483984883,Goa
1188,2018,3,Others,6963,6281208.620754639,Goa
1189,2018,4,Peer-to-peer payments,246426,1021902315.4426756,Goa
1190,2018,4,Recharge & bill payments,212122,54832855.89468471,Goa
1191,2018,4,Merchant payments,45586,66666113.92145965,Goa
1192,2018,4,Financial Services,2523,723599.2328183289,Goa
1193,2018,4,Others,8098,8880194.430766659,Goa
1194,2022,1,Merchant payments,25979197,23217511696.823074,Punjab
1195,2022,1,Peer-to-peer payments,22354946,88645204328.52362,Punjab
1196,2022,1,Recharge & bill payments,9188439,6317909908.645241,Punjab
1197,2022,1,Financial Services,57561,83933665.00820544,Punjab
1198,2022,1,Others,178159,125418506.96271203,Punjab
1199,2022,2,Merchant payments,35941880,28585688543.687046,Punjab
1200,2022,2,Peer-to-peer payments,25952349,100938068541.26062,Punjab
1201,2022,2,Recharge & bill payments,10161030,7652499714.013335,Punjab
1202,2022,2,Financial Services,50483,57234782.46271807,Punjab
1203,2022,2,Others,167081,111934787.80332904,Punjab
1204,2022,3,Merchant payments,43089589,32370885165.312702,Punjab
1205,2022,3,Peer-to-peer payments,29862592,107653378074.87231,Punjab
1206,2022,3,Recharge & bill payments,11017816,9119649328.792372,Punjab
1207,2022,3,Financial Services,57979,68249938.53956848,Punjab
1208,2022,3,Others,149921,107280498.83777893,Punjab
1209,2022,4,Merchant payments,48358802,38162493193.40967,Punjab
1210,2022,4,Peer-to-peer payments,32377106,120512767954.99376,Punjab
1211,2022,4,Recharge & bill payments,10895208,9248445985.684328,Punjab
1212,2022,4,Financial Services,62809,72160390.22791913,Punjab
1213,2022,4,Others,141255,111559653.62333827,Punjab
1214,2019,1,Peer-to-peer payments,4026294,12027441595.712797,Punjab
1215,2019,1,Recharge & bill payments,2304690,986004867.8072444,Punjab
1216,2019,1,Merchant payments,711152,478382600.617519,Punjab
1217,2019,1,Financial Services,45621,6871295.954710579,Punjab
1218,2019,1,Others,84380,75789641.76089522,Punjab
1219,2019,2,Peer-to-peer payments,4140474,16258891447.321405,Punjab
1220,2019,2,Recharge & bill payments,2815047,1440058991.4565237,Punjab
1221,2019,2,Merchant payments,1407963,815090878.0150015,Punjab
1222,2019,2,Financial Services,37435,6876144.454559349,Punjab
1223,2019,2,Others,108911,93875933.52482703,Punjab
1224,2019,3,Peer-to-peer payments,4726946,19146726286.636036,Punjab
1225,2019,3,Recharge & bill payments,3455594,2481094964.9170833,Punjab
1226,2019,3,Merchant payments,2374014,1183743251.2734203,Punjab
1227,2019,3,Financial Services,32359,7912219.734296376,Punjab
1228,2019,3,Others,117899,86338883.28250344,Punjab
1229,2019,4,Peer-to-peer payments,6386367,25564144629.75061,Punjab
1230,2019,4,Recharge & bill payments,4068332,2622222199.1884565,Punjab
1231,2019,4,Merchant payments,3122413,1741259163.3677325,Punjab
1232,2019,4,Financial Services,22956,6382345.429778575,Punjab
1233,2019,4,Others,98557,55793908.45587015,Punjab
1234,2021,1,Peer-to-peer payments,10951083,46908632143.31532,Punjab
1235,2021,1,Merchant payments,9333364,7651004598.907397,Punjab
1236,2021,1,Recharge & bill payments,6332928,3980874403.2760215,Punjab
1237,2021,1,Financial Services,43094,52009482.41407214,Punjab
1238,2021,1,Others,110366,98366463.19387978,Punjab
1239,2021,2,Peer-to-peer payments,13180933,55282486111.30394,Punjab
1240,2021,2,Merchant payments,11225598,9710508482.436422,Punjab
1241,2021,2,Recharge & bill payments,7591039,4370756868.518326,Punjab
1242,2021,2,Financial Services,46218,53309051.06501615,Punjab
1243,2021,2,Others,127460,113998049.29147904,Punjab
1244,2021,3,Peer-to-peer payments,17024782,66149902036.358826,Punjab
1245,2021,3,Merchant payments,16837685,14103740968.543571,Punjab
1246,2021,3,Recharge & bill payments,8465739,5540272095.274853,Punjab
1247,2021,3,Financial Services,43789,63576666.590925634,Punjab
1248,2021,3,Others,161494,135069073.84402025,Punjab
1249,2021,4,Merchant payments,22669743,20753662875.546524,Punjab
1250,2021,4,Peer-to-peer payments,20663881,83611403637.31992,Punjab
1251,2021,4,Recharge & bill payments,8765579,6107473171.935022,Punjab
1252,2021,4,Financial Services,58581,86356456.60324252,Punjab
1253,2021,4,Others,201576,151230100.5948589,Punjab
1254,2020,1,Peer-to-peer payments,6339183,26350005915.230072,Punjab
1255,2020,1,Recharge & bill payments,4935115,2767419472.6505165,Punjab
1256,2020,1,Merchant payments,3838480,2196329615.3949203,Punjab
1257,2020,1,Financial Services,17924,10987850.955996178,Punjab
1258,2020,1,Others,87082,49442411.668161854,Punjab
1259,2020,2,Recharge & bill payments,6064807,3089758241.1281967,Punjab
1260,2020,2,Peer-to-peer payments,5639212,25074384847.498463,Punjab
1261,2020,2,Merchant payments,2290868,2058898904.3613408,Punjab
1262,2020,2,Financial Services,23314,23704957.876037344,Punjab
1263,2020,2,Others,63093,37907301.34960769,Punjab
1264,2020,3,Peer-to-peer payments,7354451,32477438924.476498,Punjab
1265,2020,3,Recharge & bill payments,5478668,4066750820.6407743,Punjab
1266,2020,3,Merchant payments,4261548,3490665357.291087,Punjab
1267,2020,3,Financial Services,32390,42060249.32847581,Punjab
1268,2020,3,Others,82516,46176796.076553434,Punjab
1269,2020,4,Peer-to-peer payments,9609405,43286909256.83391,Punjab
1270,2020,4,Merchant payments,7144295,6142380827.109474,Punjab
1271,2020,4,Recharge & bill payments,6072201,4201551869.9511185,Punjab
1272,2020,4,Financial Services,38820,51677182.316327386,Punjab
1273,2020,4,Others,133204,92887343.34418696,Punjab
1274,2018,1,Recharge & bill payments,946338,196018621.35851485,Punjab
1275,2018,1,Peer-to-peer payments,690684,2412434633.5413933,Punjab
1276,2018,1,Merchant payments,87477,83873893.96204324,Punjab
1277,2018,1,Financial Services,60688,11162488.423236402,Punjab
1278,2018,1,Others,85246,77268587.56920797,Punjab
1279,2018,2,Recharge & bill payments,1262450,395417027.849745,Punjab
1280,2018,2,Peer-to-peer payments,1017159,4036457553.7177477,Punjab
1281,2018,2,Merchant payments,147667,159406610.2632674,Punjab
1282,2018,2,Financial Services,82256,17719391.411258094,Punjab
1283,2018,2,Others,71631,75671628.7650177,Punjab
1284,2018,3,Peer-to-peer payments,1684209,6173898400.559117,Punjab
1285,2018,3,Recharge & bill payments,1381730,622737633.7524918,Punjab
1286,2018,3,Merchant payments,274458,194883994.57571086,Punjab
1287,2018,3,Financial Services,54285,9429174.53468925,Punjab
1288,2018,3,Others,67426,64737840.39918464,Punjab
1289,2018,4,Peer-to-peer payments,2269375,9404088424.489891,Punjab
1290,2018,4,Recharge & bill payments,1817964,825449591.241031,Punjab
1291,2018,4,Merchant payments,648096,455091549.5918779,Punjab
1292,2018,4,Financial Services,62453,11832962.875482317,Punjab
1293,2018,4,Others,89249,85520045.45150709,Punjab
1294,2022,1,Peer-to-peer payments,1403584,6670641250.45945,Arunachal Pradesh
1295,2022,1,Merchant payments,720803,917155358.7177179,Arunachal Pradesh
1296,2022,1,Recharge & bill payments,670576,231933129.00412333,Arunachal Pradesh
1297,2022,1,Financial Services,3053,3359625.792926075,Arunachal Pradesh
1298,2022,1,Others,6052,5002264.113148138,Arunachal Pradesh
1299,2022,2,Peer-to-peer payments,1751568,7627061474.687715,Arunachal Pradesh
1300,2022,2,Merchant payments,1108353,1255513517.3639429,Arunachal Pradesh
1301,2022,2,Recharge & bill payments,688770,241162643.19480157,Arunachal Pradesh
1302,2022,2,Financial Services,2466,4063469.0998270046,Arunachal Pradesh
1303,2022,2,Others,5768,3864269.879579009,Arunachal Pradesh
1304,2022,3,Peer-to-peer payments,1967086,7365427284.274204,Arunachal Pradesh
1305,2022,3,Merchant payments,1316326,1413247143.4889917,Arunachal Pradesh
1306,2022,3,Recharge & bill payments,649322,238448083.80779752,Arunachal Pradesh
1307,2022,3,Financial Services,1997,4763324.776043448,Arunachal Pradesh
1308,2022,3,Others,4687,3224948.7015704075,Arunachal Pradesh
1309,2022,4,Peer-to-peer payments,2251135,7768088687.67791,Arunachal Pradesh
1310,2022,4,Merchant payments,1704968,1669602212.9174638,Arunachal Pradesh
1311,2022,4,Recharge & bill payments,669151,239412553.61214688,Arunachal Pradesh
1312,2022,4,Financial Services,2617,3785469.3993366556,Arunachal Pradesh
1313,2022,4,Others,4838,4020773.8953960314,Arunachal Pradesh
1314,2019,1,Recharge & bill payments,121303,26796894.998233315,Arunachal Pradesh
1315,2019,1,Peer-to-peer payments,93494,568554821.4456317,Arunachal Pradesh
1316,2019,1,Merchant payments,9214,11727218.401334248,Arunachal Pradesh
1317,2019,1,Financial Services,256,140622.87093631705,Arunachal Pradesh
1318,2019,1,Others,2239,2730548.5978140826,Arunachal Pradesh
1319,2019,2,Recharge & bill payments,131988,30420803.41271234,Arunachal Pradesh
1320,2019,2,Peer-to-peer payments,106527,704237943.4054435,Arunachal Pradesh
1321,2019,2,Merchant payments,16828,13955724.130712911,Arunachal Pradesh
1322,2019,2,Financial Services,267,160660.8821362781,Arunachal Pradesh
1323,2019,2,Others,3046,3880742.524023137,Arunachal Pradesh
1324,2019,3,Recharge & bill payments,216228,50946104.94289842,Arunachal Pradesh
1325,2019,3,Peer-to-peer payments,133484,841037395.2474606,Arunachal Pradesh
1326,2019,3,Merchant payments,16900,17178248.07427002,Arunachal Pradesh
1327,2019,3,Financial Services,864,64089.11350267195,Arunachal Pradesh
1328,2019,3,Others,2758,3419197.4177385764,Arunachal Pradesh
1329,2019,4,Recharge & bill payments,259183,63516906.09060433,Arunachal Pradesh
1330,2019,4,Peer-to-peer payments,177833,1100137447.9340453,Arunachal Pradesh
1331,2019,4,Merchant payments,19769,23192271.691576812,Arunachal Pradesh
1332,2019,4,Financial Services,314,305379.7987782319,Arunachal Pradesh
1333,2019,4,Others,2376,3421174.01227797,Arunachal Pradesh
1334,2021,1,Peer-to-peer payments,566209,3460488558.9436507,Arunachal Pradesh
1335,2021,1,Recharge & bill payments,450649,142358376.9003836,Arunachal Pradesh
1336,2021,1,Merchant payments,155966,204958020.0891498,Arunachal Pradesh
1337,2021,1,Financial Services,1558,2672460.4740365944,Arunachal Pradesh
1338,2021,1,Others,3074,3301662.6094231335,Arunachal Pradesh
1339,2021,2,Peer-to-peer payments,762946,4000960152.0755496,Arunachal Pradesh
1340,2021,2,Recharge & bill payments,556680,165579844.25105897,Arunachal Pradesh
1341,2021,2,Merchant payments,243375,283709438.5363142,Arunachal Pradesh
1342,2021,2,Financial Services,1582,2761076.7934988844,Arunachal Pradesh
1343,2021,2,Others,3755,3415105.3379601175,Arunachal Pradesh
1344,2021,3,Peer-to-peer payments,986088,5033603845.032885,Arunachal Pradesh
1345,2021,3,Recharge & bill payments,600102,187390578.30403775,Arunachal Pradesh
1346,2021,3,Merchant payments,314658,449869060.7842621,Arunachal Pradesh
1347,2021,3,Financial Services,1934,3348547.8272713376,Arunachal Pradesh
1348,2021,3,Others,4185,3912143.3503634185,Arunachal Pradesh
1349,2021,4,Peer-to-peer payments,1227616,6022733378.120082,Arunachal Pradesh
1350,2021,4,Recharge & bill payments,633248,207784816.33218512,Arunachal Pradesh
1351,2021,4,Merchant payments,521447,704195694.9939187,Arunachal Pradesh
1352,2021,4,Financial Services,2386,3933557.2795471298,Arunachal Pradesh
1353,2021,4,Others,5901,4862905.885615055,Arunachal Pradesh
1354,2020,1,Recharge & bill payments,329834,86011654.77474582,Arunachal Pradesh
1355,2020,1,Peer-to-peer payments,203429,1263912288.4066367,Arunachal Pradesh
1356,2020,1,Merchant payments,31181,28553052.133918796,Arunachal Pradesh
1357,2020,1,Financial Services,470,337812.94816169393,Arunachal Pradesh
1358,2020,1,Others,2261,2943873.0666838237,Arunachal Pradesh
1359,2020,2,Recharge & bill payments,522495,145198528.22961134,Arunachal Pradesh
1360,2020,2,Peer-to-peer payments,247861,1630654426.0441835,Arunachal Pradesh
1361,2020,2,Merchant payments,35169,46446966.612447515,Arunachal Pradesh
1362,2020,2,Financial Services,1310,2655507.6964110374,Arunachal Pradesh
1363,2020,2,Others,1939,1761404.4023099935,Arunachal Pradesh
1364,2020,3,Recharge & bill payments,514907,153463816.21184397,Arunachal Pradesh
1365,2020,3,Peer-to-peer payments,370418,2361603431.37578,Arunachal Pradesh
1366,2020,3,Merchant payments,72736,88145178.69272713,Arunachal Pradesh
1367,2020,3,Financial Services,1761,4030599.9171272423,Arunachal Pradesh
1368,2020,3,Others,3005,2695539.3607389224,Arunachal Pradesh
1369,2020,4,Peer-to-peer payments,522019,3254744938.4105625,Arunachal Pradesh
1370,2020,4,Recharge & bill payments,513895,152389181.21743062,Arunachal Pradesh
1371,2020,4,Merchant payments,167387,156682926.02384603,Arunachal Pradesh
1372,2020,4,Financial Services,1749,2391651.8783250954,Arunachal Pradesh
1373,2020,4,Others,4079,4055324.315454754,Arunachal Pradesh
1374,2018,1,Recharge & bill payments,28729,5184132.514934338,Arunachal Pradesh
1375,2018,1,Peer-to-peer payments,13320,82889682.72418305,Arunachal Pradesh
1376,2018,1,Merchant payments,1042,2420374.1905855755,Arunachal Pradesh
1377,2018,1,Financial Services,416,58893.76201533088,Arunachal Pradesh
1378,2018,1,Others,1990,1834252.8176908877,Arunachal Pradesh
1379,2018,2,Recharge & bill payments,50700,10468878.537107183,Arunachal Pradesh
1380,2018,2,Peer-to-peer payments,26477,181576281.19464755,Arunachal Pradesh
1381,2018,2,Merchant payments,2378,4718953.439561011,Arunachal Pradesh
1382,2018,2,Financial Services,559,363761.80159549194,Arunachal Pradesh
1383,2018,2,Others,2043,1842317.3691352482,Arunachal Pradesh
1384,2018,3,Recharge & bill payments,74122,15997565.906016497,Arunachal Pradesh
